slug,name,type,url
"nikhil-kamath","Nikhil Kamath","Angel / Individual","https://vcdekho.com/funds/nikhil-kamath"
"ashneer-grover","Ashneer Grover","Angel / Individual","https://vcdekho.com/funds/ashneer-grover"
"namita-thapar","Namita Thapar","Angel / Individual","https://vcdekho.com/funds/namita-thapar"
"vineeta-singh","Vineeta Singh","Angel / Individual","https://vcdekho.com/funds/vineeta-singh"
"amit-jain","Amit Jain","Angel / Individual","https://vcdekho.com/funds/amit-jain"
"sumeet-arora","Sumeet Arora","Angel / Individual","https://vcdekho.com/funds/sumeet-arora"
"ankit-bhati","Ankit Bhati","Angel / Individual","https://vcdekho.com/funds/ankit-bhati"
"yashish-dahiya","Yashish Dahiya","Angel / Individual","https://vcdekho.com/funds/yashish-dahiya"
"alok-bansal","Alok Bansal","Angel / Individual","https://vcdekho.com/funds/alok-bansal"
"trishneet-arora","Trishneet Arora","Angel / Individual","https://vcdekho.com/funds/trishneet-arora"
"kitven","KITVEN","Venture Capital","https://vcdekho.com/funds/kitven"
"hornbill-capital-advisers","Hornbill Capital Advisers","Venture Capital","https://vcdekho.com/funds/hornbill-capital-advisers"
"helion-venture-partners","Helion Venture Partners","Venture Capital","https://vcdekho.com/funds/helion-venture-partners"
"lightbox-ventures","Lightbox Ventures","Venture Capital","https://vcdekho.com/funds/lightbox-ventures"
"stanford-angels-and-entrepreneurs-india","Stanford Angels & Entrepreneurs India","Syndicate / Network","https://vcdekho.com/funds/stanford-angels-and-entrepreneurs-india"
"iit-bombay-alumni-angels","IIT Bombay Alumni Angels","Syndicate / Network","https://vcdekho.com/funds/iit-bombay-alumni-angels"
"kerala-angels","Kerala Angels","Syndicate / Network","https://vcdekho.com/funds/kerala-angels"
"pune-angels-network","Pune Angels Network","Syndicate / Network","https://vcdekho.com/funds/pune-angels-network"
"chartered-angels-network","Chartered Angels Network","Syndicate / Network","https://vcdekho.com/funds/chartered-angels-network"
"maharashtra-state-innovation-society","Maharashtra State Innovation Society","Accelerator","https://vcdekho.com/funds/maharashtra-state-innovation-society"
"andhra-pradesh-innovation-society","Andhra Pradesh Innovation Society","Accelerator","https://vcdekho.com/funds/andhra-pradesh-innovation-society"
"gujarat-student-startup-innovation-hub-i-hub","Gujarat Student Startup Innovation Hub / i-Hub","Accelerator","https://vcdekho.com/funds/gujarat-student-startup-innovation-hub-i-hub"
"karnataka-innovation-authority-elevate","Karnataka Innovation Authority / Elevate","Accelerator","https://vcdekho.com/funds/karnataka-innovation-authority-elevate"
"tamil-nadu-startup-and-innovation-mission","Tamil Nadu Startup & Innovation Mission","Accelerator","https://vcdekho.com/funds/tamil-nadu-startup-and-innovation-mission"
"odisha-startup-startup-odisha","Odisha Startup / Startup Odisha","Accelerator","https://vcdekho.com/funds/odisha-startup-startup-odisha"
"telangana-tsic-t-hub-related-programs","Telangana TSIC / T-Hub related programs","Accelerator","https://vcdekho.com/funds/telangana-tsic-t-hub-related-programs"
"unitus-ventures","Unitus Ventures","Venture Capital","https://vcdekho.com/funds/unitus-ventures"
"kalyan-krishnamurthy","Kalyan Krishnamurthy","Angel / Individual","https://vcdekho.com/funds/kalyan-krishnamurthy"
"harsh-mariwala","Harsh Mariwala","Angel / Individual","https://vcdekho.com/funds/harsh-mariwala"
"ashni-biyani","Ashni Biyani","Angel / Individual","https://vcdekho.com/funds/ashni-biyani"
"meena-ganesh","Meena Ganesh","Angel / Individual","https://vcdekho.com/funds/meena-ganesh"
"ganesh-krishnan","Ganesh Krishnan","Angel / Individual","https://vcdekho.com/funds/ganesh-krishnan"
"revathi-kant","Revathi Kant","Angel / Individual","https://vcdekho.com/funds/revathi-kant"
"sairee-chahal","Sairee Chahal","Angel / Individual","https://vcdekho.com/funds/sairee-chahal"
"anisha-singh","Anisha Singh","Angel / Individual","https://vcdekho.com/funds/anisha-singh"
"suchi-mukherjee","Suchi Mukherjee","Angel / Individual","https://vcdekho.com/funds/suchi-mukherjee"
"manish-tandon","Manish Tandon","Angel / Individual","https://vcdekho.com/funds/manish-tandon"
"praveen-sinha","Praveen Sinha","Angel / Individual","https://vcdekho.com/funds/praveen-sinha"
"sridhar-vembu","Sridhar Vembu","Angel / Individual","https://vcdekho.com/funds/sridhar-vembu"
"shekhar-kirani","Shekhar Kirani","Angel / Individual","https://vcdekho.com/funds/shekhar-kirani"
"prashanth-prakash","Prashanth Prakash","Angel / Individual","https://vcdekho.com/funds/prashanth-prakash"
"abheek-anand","Abheek Anand","Angel / Individual","https://vcdekho.com/funds/abheek-anand"
"shailendra-singh","Shailendra Singh","Angel / Individual","https://vcdekho.com/funds/shailendra-singh"
"ravi-adusumalli","Ravi Adusumalli","Angel / Individual","https://vcdekho.com/funds/ravi-adusumalli"
"karthik-reddy","Karthik Reddy","Angel / Individual","https://vcdekho.com/funds/karthik-reddy"
"sanjay-nath","Sanjay Nath","Angel / Individual","https://vcdekho.com/funds/sanjay-nath"
"vani-kola","Vani Kola","Angel / Individual","https://vcdekho.com/funds/vani-kola"
"sasha-mirchandani","Sasha Mirchandani","Angel / Individual","https://vcdekho.com/funds/sasha-mirchandani"
"anand-ladsariya","Anand Ladsariya","Angel / Individual","https://vcdekho.com/funds/anand-ladsariya"
"rehan-yahya","Rehan Yahya","Angel / Individual","https://vcdekho.com/funds/rehan-yahya"
"bala-parthasarathy","Bala Parthasarathy","Angel / Individual","https://vcdekho.com/funds/bala-parthasarathy"
"rahul-chandra","Rahul Chandra","Angel / Individual","https://vcdekho.com/funds/rahul-chandra"
"ashish-gupta","Ashish Gupta","Angel / Individual","https://vcdekho.com/funds/ashish-gupta"
"sanjiv-kaul","Sanjiv Kaul","Angel / Individual","https://vcdekho.com/funds/sanjiv-kaul"
"rishad-premji","Rishad Premji","Angel / Individual","https://vcdekho.com/funds/rishad-premji"
"t-v-mohandas-pai","T.V. Mohandas Pai","Angel / Individual","https://vcdekho.com/funds/t-v-mohandas-pai"
"naveen-tewari","Naveen Tewari","Angel / Individual","https://vcdekho.com/funds/naveen-tewari"
"piyush-shah","Piyush Shah","Angel / Individual","https://vcdekho.com/funds/piyush-shah"
"ritesh-arora","Ritesh Arora","Angel / Individual","https://vcdekho.com/funds/ritesh-arora"
"abhinav-asthana","Abhinav Asthana","Angel / Individual","https://vcdekho.com/funds/abhinav-asthana"
"ankit-sobti","Ankit Sobti","Angel / Individual","https://vcdekho.com/funds/ankit-sobti"
"abhijit-kane","Abhijit Kane","Angel / Individual","https://vcdekho.com/funds/abhijit-kane"
"srihari-kumar","Srihari Kumar","Angel / Individual","https://vcdekho.com/funds/srihari-kumar"
"akash-sinha","Akash Sinha","Angel / Individual","https://vcdekho.com/funds/akash-sinha"
"yashwanth-kumar","Yashwanth Kumar","Angel / Individual","https://vcdekho.com/funds/yashwanth-kumar"
"shailesh-rao","Shailesh Rao","Angel / Individual","https://vcdekho.com/funds/shailesh-rao"
"caesar-sengupta","Caesar Sengupta","Angel / Individual","https://vcdekho.com/funds/caesar-sengupta"
"sameer-nigam","Sameer Nigam","Angel / Individual","https://vcdekho.com/funds/sameer-nigam"
"rahul-chari","Rahul Chari","Angel / Individual","https://vcdekho.com/funds/rahul-chari"
"dhruv-sheth","Dhruv Sheth","Angel / Individual","https://vcdekho.com/funds/dhruv-sheth"
"bhavin-turakhia","Bhavin Turakhia","Angel / Individual","https://vcdekho.com/funds/bhavin-turakhia"
"divyank-turakhia","Divyank Turakhia","Angel / Individual","https://vcdekho.com/funds/divyank-turakhia"
"radhakishan-damani","Radhakishan Damani","Angel / Individual","https://vcdekho.com/funds/radhakishan-damani"
"vijay-shekhar-sharma","Vijay Shekhar Sharma","Angel / Individual","https://vcdekho.com/funds/vijay-shekhar-sharma"
"madhur-deora","Madhur Deora","Angel / Individual","https://vcdekho.com/funds/madhur-deora"
"amit-nayyar","Amit Nayyar","Angel / Individual","https://vcdekho.com/funds/amit-nayyar"
"deep-kalra","Deep Kalra","Angel / Individual","https://vcdekho.com/funds/deep-kalra"
"rajesh-magow","Rajesh Magow","Angel / Individual","https://vcdekho.com/funds/rajesh-magow"
"dinesh-agarwal","Dinesh Agarwal","Angel / Individual","https://vcdekho.com/funds/dinesh-agarwal"
"brijesh-agrawal","Brijesh Agrawal","Angel / Individual","https://vcdekho.com/funds/brijesh-agrawal"
"narayana-murthy","Narayana Murthy","Angel / Individual","https://vcdekho.com/funds/narayana-murthy"
"sudha-murty","Sudha Murty","Angel / Individual","https://vcdekho.com/funds/sudha-murty"
"nandan-nilekani","Nandan Nilekani","Angel / Individual","https://vcdekho.com/funds/nandan-nilekani"
"rohini-nilekani","Rohini Nilekani","Angel / Individual","https://vcdekho.com/funds/rohini-nilekani"
"kris-gopalakrishnan","Kris Gopalakrishnan","Angel / Individual","https://vcdekho.com/funds/kris-gopalakrishnan"
"s-d-shibulal","S.D. Shibulal","Angel / Individual","https://vcdekho.com/funds/s-d-shibulal"
"v-balakrishnan","V. Balakrishnan","Angel / Individual","https://vcdekho.com/funds/v-balakrishnan"
"ravi-venkatesan","Ravi Venkatesan","Angel / Individual","https://vcdekho.com/funds/ravi-venkatesan"
"kiran-mazumdar-shaw","Kiran Mazumdar-Shaw","Angel / Individual","https://vcdekho.com/funds/kiran-mazumdar-shaw"
"leena-nair","Leena Nair","Angel / Individual","https://vcdekho.com/funds/leena-nair"
"zia-mody","Zia Mody","Angel / Individual","https://vcdekho.com/funds/zia-mody"
"haresh-chawla","Haresh Chawla","Angel / Individual","https://vcdekho.com/funds/haresh-chawla"
"manish-vij","Manish Vij","Angel / Individual","https://vcdekho.com/funds/manish-vij"
"sandeep-tandon","Sandeep Tandon","Angel / Individual","https://vcdekho.com/funds/sandeep-tandon"
"sunil-kalra","Sunil Kalra","Angel / Individual","https://vcdekho.com/funds/sunil-kalra"
"anil-joshi","Anil Joshi","Angel / Individual","https://vcdekho.com/funds/anil-joshi"
"rishabh-gupta","Rishabh Gupta","Angel / Individual","https://vcdekho.com/funds/rishabh-gupta"
"sanjiv-rangrass","Sanjiv Rangrass","Angel / Individual","https://vcdekho.com/funds/sanjiv-rangrass"
"pushkar-mukewar","Pushkar Mukewar","Angel / Individual","https://vcdekho.com/funds/pushkar-mukewar"
"thirukumaran-nagarajan","Thirukumaran Nagarajan","Angel / Individual","https://vcdekho.com/funds/thirukumaran-nagarajan"
"karthee-vidya","Karthee Vidya","Angel / Individual","https://vcdekho.com/funds/karthee-vidya"
"raghunandan-g","Raghunandan G","Angel / Individual","https://vcdekho.com/funds/raghunandan-g"
"sudhakar-reddy","Sudhakar Reddy","Angel / Individual","https://vcdekho.com/funds/sudhakar-reddy"
"srikanth-iyer","Srikanth Iyer","Angel / Individual","https://vcdekho.com/funds/srikanth-iyer"
"ashish-goel","Ashish Goel","Angel / Individual","https://vcdekho.com/funds/ashish-goel"
"rahul-anand","Rahul Anand","Angel / Individual","https://vcdekho.com/funds/rahul-anand"
"kavin-mittal","Kavin Mittal","Angel / Individual","https://vcdekho.com/funds/kavin-mittal"
"utsav-somani","Utsav Somani","Angel / Individual","https://vcdekho.com/funds/utsav-somani"
"vaibhav-domkundwar","Vaibhav Domkundwar","Angel / Individual","https://vcdekho.com/funds/vaibhav-domkundwar"
"aakrit-vaish","Aakrit Vaish","Angel / Individual","https://vcdekho.com/funds/aakrit-vaish"
"swapan-rajdev","Swapan Rajdev","Angel / Individual","https://vcdekho.com/funds/swapan-rajdev"
"rishi-bharrdwaj","Rishi Bharrdwaj","Angel / Individual","https://vcdekho.com/funds/rishi-bharrdwaj"
"sateesh-andra","Sateesh Andra","Angel / Individual","https://vcdekho.com/funds/sateesh-andra"
"jayesh-parekh","Jayesh Parekh","Angel / Individual","https://vcdekho.com/funds/jayesh-parekh"
"maneesh-bhandari","Maneesh Bhandari","Angel / Individual","https://vcdekho.com/funds/maneesh-bhandari"
"rehan-yar-khan","Rehan Yar Khan","Angel / Individual","https://vcdekho.com/funds/rehan-yar-khan"
"anjali-bansal","Anjali Bansal","Angel / Individual","https://vcdekho.com/funds/anjali-bansal"
"padmaja-ruparel","Padmaja Ruparel","Angel / Individual","https://vcdekho.com/funds/padmaja-ruparel"
"saurabh-srivastava","Saurabh Srivastava","Angel / Individual","https://vcdekho.com/funds/saurabh-srivastava"
"luis-miranda","Luis Miranda","Angel / Individual","https://vcdekho.com/funds/luis-miranda"
"vishal-gondal","Vishal Gondal","Angel / Individual","https://vcdekho.com/funds/vishal-gondal"
"arihant-patni","Arihant Patni","Angel / Individual","https://vcdekho.com/funds/arihant-patni"
"rishabh-mariwala","Rishabh Mariwala","Angel / Individual","https://vcdekho.com/funds/rishabh-mariwala"
"rajiv-mehta","Rajiv Mehta","Angel / Individual","https://vcdekho.com/funds/rajiv-mehta"
"suresh-narayanan","Suresh Narayanan","Angel / Individual","https://vcdekho.com/funds/suresh-narayanan"
"pankaj-jaju","Pankaj Jaju","Angel / Individual","https://vcdekho.com/funds/pankaj-jaju"
"anuj-srivastava","Anuj Srivastava","Angel / Individual","https://vcdekho.com/funds/anuj-srivastava"
"sandeep-aggarwal","Sandeep Aggarwal","Angel / Individual","https://vcdekho.com/funds/sandeep-aggarwal"
"radhika-aggarwal","Radhika Aggarwal","Angel / Individual","https://vcdekho.com/funds/radhika-aggarwal"
"sanjeev-barnwal","Sanjeev Barnwal","Angel / Individual","https://vcdekho.com/funds/sanjeev-barnwal"
"adwaita-nayar","Adwaita Nayar","Angel / Individual","https://vcdekho.com/funds/adwaita-nayar"
"anchit-nayar","Anchit Nayar","Angel / Individual","https://vcdekho.com/funds/anchit-nayar"
"amit-chaudhary","Amit Chaudhary","Angel / Individual","https://vcdekho.com/funds/amit-chaudhary"
"sumeet-vadera","Sumeet Vadera","Angel / Individual","https://vcdekho.com/funds/sumeet-vadera"
"ambareesh-murty","Ambareesh Murty","Angel / Individual","https://vcdekho.com/funds/ambareesh-murty"
"roman-saini","Roman Saini","Angel / Individual","https://vcdekho.com/funds/roman-saini"
"hemesh-singh","Hemesh Singh","Angel / Individual","https://vcdekho.com/funds/hemesh-singh"
"sachin-gupta","Sachin Gupta","Angel / Individual","https://vcdekho.com/funds/sachin-gupta"
"vivek-prakash","Vivek Prakash","Angel / Individual","https://vcdekho.com/funds/vivek-prakash"
"ronnie-screwvala","Ronnie Screwvala","Angel / Individual","https://vcdekho.com/funds/ronnie-screwvala"
"zeeshan-ali-syed","Zeeshan Ali Syed","Angel / Individual","https://vcdekho.com/funds/zeeshan-ali-syed"
"mayank-kumar","Mayank Kumar","Angel / Individual","https://vcdekho.com/funds/mayank-kumar"
"phalgun-kompalli","Phalgun Kompalli","Angel / Individual","https://vcdekho.com/funds/phalgun-kompalli"
"ishan-gupta","Ishan Gupta","Angel / Individual","https://vcdekho.com/funds/ishan-gupta"
"karan-bajwa","Karan Bajwa","Angel / Individual","https://vcdekho.com/funds/karan-bajwa"
"cp-gurnani","CP Gurnani","Angel / Individual","https://vcdekho.com/funds/cp-gurnani"
"vanitha-narayanan","Vanitha Narayanan","Angel / Individual","https://vcdekho.com/funds/vanitha-narayanan"
"kiran-karnik","Kiran Karnik","Angel / Individual","https://vcdekho.com/funds/kiran-karnik"
"anand-mahindra","Anand Mahindra","Angel / Individual","https://vcdekho.com/funds/anand-mahindra"
"vineet-rai","Vineet Rai","Angel / Individual","https://vcdekho.com/funds/vineet-rai"
"chetna-sinha","Chetna Sinha","Angel / Individual","https://vcdekho.com/funds/chetna-sinha"
"nachiket-mor","Nachiket Mor","Angel / Individual","https://vcdekho.com/funds/nachiket-mor"
"roopa-kudva","Roopa Kudva","Angel / Individual","https://vcdekho.com/funds/roopa-kudva"
"k-vaitheeswaran","K. Vaitheeswaran","Angel / Individual","https://vcdekho.com/funds/k-vaitheeswaran"
"ashish-hemrajani","Ashish Hemrajani","Angel / Individual","https://vcdekho.com/funds/ashish-hemrajani"
"parikshit-dar","Parikshit Dar","Angel / Individual","https://vcdekho.com/funds/parikshit-dar"
"kanika-tekriwal","Kanika Tekriwal","Angel / Individual","https://vcdekho.com/funds/kanika-tekriwal"
"richa-kar","Richa Kar","Angel / Individual","https://vcdekho.com/funds/richa-kar"
"shradha-sharma","Shradha Sharma","Angel / Individual","https://vcdekho.com/funds/shradha-sharma"
"mahesh-murthy","Mahesh Murthy","Angel / Individual","https://vcdekho.com/funds/mahesh-murthy"
"d-a-prasanna","D.A. Prasanna","Angel / Individual","https://vcdekho.com/funds/d-a-prasanna"
"ranjan-pai","Ranjan Pai","Angel / Individual","https://vcdekho.com/funds/ranjan-pai"
"devi-shetty","Devi Shetty","Angel / Individual","https://vcdekho.com/funds/devi-shetty"
"anand-deshpande","Anand Deshpande","Angel / Individual","https://vcdekho.com/funds/anand-deshpande"
"suresh-vaswani","Suresh Vaswani","Angel / Individual","https://vcdekho.com/funds/suresh-vaswani"
"som-mittal","Som Mittal","Angel / Individual","https://vcdekho.com/funds/som-mittal"
"ravi-gururaj","Ravi Gururaj","Angel / Individual","https://vcdekho.com/funds/ravi-gururaj"
"avinash-raghava","Avinash Raghava","Angel / Individual","https://vcdekho.com/funds/avinash-raghava"
"suresh-sambandam","Suresh Sambandam","Angel / Individual","https://vcdekho.com/funds/suresh-sambandam"
"shashank-nd","Shashank ND","Angel / Individual","https://vcdekho.com/funds/shashank-nd"
"abhinav-lal","Abhinav Lal","Angel / Individual","https://vcdekho.com/funds/abhinav-lal"
"prashant-tandon","Prashant Tandon","Angel / Individual","https://vcdekho.com/funds/prashant-tandon"
"dharmil-sheth","Dharmil Sheth","Angel / Individual","https://vcdekho.com/funds/dharmil-sheth"
"tushar-vashisht","Tushar Vashisht","Angel / Individual","https://vcdekho.com/funds/tushar-vashisht"
"sachin-shenoy","Sachin Shenoy","Angel / Individual","https://vcdekho.com/funds/sachin-shenoy"
"ankit-nagori","Ankit Nagori","Angel / Individual","https://vcdekho.com/funds/ankit-nagori"
"maninder-gulati","Maninder Gulati","Angel / Individual","https://vcdekho.com/funds/maninder-gulati"
"abhiraj-bhal","Abhiraj Bhal","Angel / Individual","https://vcdekho.com/funds/abhiraj-bhal"
"raghav-chandra","Raghav Chandra","Angel / Individual","https://vcdekho.com/funds/raghav-chandra"
"varun-khaitan","Varun Khaitan","Angel / Individual","https://vcdekho.com/funds/varun-khaitan"
"ninad-karpe","Ninad Karpe","Angel / Individual","https://vcdekho.com/funds/ninad-karpe"
"arjun-vaidya","Arjun Vaidya","Angel / Individual","https://vcdekho.com/funds/arjun-vaidya"
"upasana-taku","Upasana Taku","Angel / Individual","https://vcdekho.com/funds/upasana-taku"
"bipin-preet-singh","Bipin Preet Singh","Angel / Individual","https://vcdekho.com/funds/bipin-preet-singh"
"harshvardhan-lunia","Harshvardhan Lunia","Angel / Individual","https://vcdekho.com/funds/harshvardhan-lunia"
"vishal-mehta","Vishal Mehta","Angel / Individual","https://vcdekho.com/funds/vishal-mehta"
"bhavesh-manglani","Bhavesh Manglani","Angel / Individual","https://vcdekho.com/funds/bhavesh-manglani"
"sahil-barua","Sahil Barua","Angel / Individual","https://vcdekho.com/funds/sahil-barua"
"suraj-saharan","Suraj Saharan","Angel / Individual","https://vcdekho.com/funds/suraj-saharan"
"kapil-bharati","Kapil Bharati","Angel / Individual","https://vcdekho.com/funds/kapil-bharati"
"mohit-kumar","Mohit Kumar","Angel / Individual","https://vcdekho.com/funds/mohit-kumar"
"karan-mohla","Karan Mohla","Angel / Individual","https://vcdekho.com/funds/karan-mohla"
"dheeraj-jain","Dheeraj Jain","Angel / Individual","https://vcdekho.com/funds/dheeraj-jain"
"chaitanya-peddi","Chaitanya Peddi","Angel / Individual","https://vcdekho.com/funds/chaitanya-peddi"
"prashant-pansare","Prashant Pansare","Angel / Individual","https://vcdekho.com/funds/prashant-pansare"
"jagdish-mitra","Jagdish Mitra","Angel / Individual","https://vcdekho.com/funds/jagdish-mitra"
"sanjay-nayar","Sanjay Nayar","Angel / Individual","https://vcdekho.com/funds/sanjay-nayar"
"b-v-r-mohan-reddy","B.V.R. Mohan Reddy","Angel / Individual","https://vcdekho.com/funds/b-v-r-mohan-reddy"
"srini-raju","Srini Raju","Angel / Individual","https://vcdekho.com/funds/srini-raju"
"j-a-chowdary","J.A. Chowdary","Angel / Individual","https://vcdekho.com/funds/j-a-chowdary"
"raju-reddy","Raju Reddy","Angel / Individual","https://vcdekho.com/funds/raju-reddy"
"vivek-raghavan","Vivek Raghavan","Angel / Individual","https://vcdekho.com/funds/vivek-raghavan"
"pramod-varma","Pramod Varma","Angel / Individual","https://vcdekho.com/funds/pramod-varma"
"mekin-maheshwari","Mekin Maheshwari","Angel / Individual","https://vcdekho.com/funds/mekin-maheshwari"
"neeraj-kakkar","Neeraj Kakkar","Angel / Individual","https://vcdekho.com/funds/neeraj-kakkar"
"ananth-narayanan","Ananth Narayanan","Angel / Individual","https://vcdekho.com/funds/ananth-narayanan"
"ashutosh-lawania","Ashutosh Lawania","Angel / Individual","https://vcdekho.com/funds/ashutosh-lawania"
"vineet-saxena","Vineet Saxena","Angel / Individual","https://vcdekho.com/funds/vineet-saxena"
"manish-tiwary","Manish Tiwary","Angel / Individual","https://vcdekho.com/funds/manish-tiwary"
"amit-agarwal","Amit Agarwal","Angel / Individual","https://vcdekho.com/funds/amit-agarwal"
"rishi-navani","Rishi Navani","Angel / Individual","https://vcdekho.com/funds/rishi-navani"
"rahul-khanna","Rahul Khanna","Angel / Individual","https://vcdekho.com/funds/rahul-khanna"
"akhil-gupta","Akhil Gupta","Angel / Individual","https://vcdekho.com/funds/akhil-gupta"
"sandeep-singhal","Sandeep Singhal","Angel / Individual","https://vcdekho.com/funds/sandeep-singhal"
"jishnu-bhattacharjee","Jishnu Bhattacharjee","Angel / Individual","https://vcdekho.com/funds/jishnu-bhattacharjee"
"mohit-bhatnagar","Mohit Bhatnagar","Angel / Individual","https://vcdekho.com/funds/mohit-bhatnagar"
"sumir-chadha","Sumir Chadha","Angel / Individual","https://vcdekho.com/funds/sumir-chadha"
"farhad-forbes","Farhad Forbes","Angel / Individual","https://vcdekho.com/funds/farhad-forbes"
"shivakumar","Shivakumar","Angel / Individual","https://vcdekho.com/funds/shivakumar"
"manu-jain","Manu Jain","Angel / Individual","https://vcdekho.com/funds/manu-jain"
"pranay-chulet","Pranay Chulet","Angel / Individual","https://vcdekho.com/funds/pranay-chulet"
"rajat-agarwal","Rajat Agarwal","Angel / Individual","https://vcdekho.com/funds/rajat-agarwal"
"farid-ahsan","Farid Ahsan","Angel / Individual","https://vcdekho.com/funds/farid-ahsan"
"ankush-sachdeva","Ankush Sachdeva","Angel / Individual","https://vcdekho.com/funds/ankush-sachdeva"
"bhanu-pratap-singh","Bhanu Pratap Singh","Angel / Individual","https://vcdekho.com/funds/bhanu-pratap-singh"
"apoorva-goyal","Apoorva Goyal","Angel / Individual","https://vcdekho.com/funds/apoorva-goyal"
"akshay-bk","Akshay BK","Angel / Individual","https://vcdekho.com/funds/akshay-bk"
"vivek-gupta","Vivek Gupta","Angel / Individual","https://vcdekho.com/funds/vivek-gupta"
"abhay-hanjura","Abhay Hanjura","Angel / Individual","https://vcdekho.com/funds/abhay-hanjura"
"saurabh-kumar","Saurabh Kumar","Angel / Individual","https://vcdekho.com/funds/saurabh-kumar"
"nitin-gupta","Nitin Gupta","Angel / Individual","https://vcdekho.com/funds/nitin-gupta"
"ashish-choudhary","Ashish Choudhary","Angel / Individual","https://vcdekho.com/funds/ashish-choudhary"
"meher-pudumjee","Meher Pudumjee","Angel / Individual","https://vcdekho.com/funds/meher-pudumjee"
"rati-forbes","Rati Forbes","Angel / Individual","https://vcdekho.com/funds/rati-forbes"
"swati-piramal","Swati Piramal","Angel / Individual","https://vcdekho.com/funds/swati-piramal"
"ajay-piramal","Ajay Piramal","Angel / Individual","https://vcdekho.com/funds/ajay-piramal"
"ms-dhoni","MS Dhoni","Angel / Individual","https://vcdekho.com/funds/ms-dhoni"
"avaana-capital","Avaana Capital","Venture Capital","https://vcdekho.com/funds/avaana-capital"
"nabventures","NABVENTURES","Venture Capital","https://vcdekho.com/funds/nabventures"
"seedfund","Seedfund","Venture Capital","https://vcdekho.com/funds/seedfund"
"infuse-ventures","Infuse Ventures","Venture Capital","https://vcdekho.com/funds/infuse-ventures"
"asha-impact","Asha Impact","Venture Capital","https://vcdekho.com/funds/asha-impact"
"circulate-capital","Circulate Capital","Venture Capital","https://vcdekho.com/funds/circulate-capital"
"amicus-capital","Amicus Capital","Venture Capital","https://vcdekho.com/funds/amicus-capital"
"zodius-capital","Zodius Capital","Venture Capital","https://vcdekho.com/funds/zodius-capital"
"know3-ventures","Know3 Ventures","Venture Capital","https://vcdekho.com/funds/know3-ventures"
"astir-ventures","Astir Ventures","Venture Capital","https://vcdekho.com/funds/astir-ventures"
"locomotive-ventures","Locomotive Ventures","Venture Capital","https://vcdekho.com/funds/locomotive-ventures"
"soonicorn-club-ventures","Soonicorn Club Ventures","Venture Capital","https://vcdekho.com/funds/soonicorn-club-ventures"
"beej-capital","Beej Capital","Venture Capital","https://vcdekho.com/funds/beej-capital"
"encubay-ventures","Encubay Ventures","Venture Capital","https://vcdekho.com/funds/encubay-ventures"
"india-alternatives","India Alternatives","Venture Capital","https://vcdekho.com/funds/india-alternatives"
"systemiq-capital","Systemiq Capital","Venture Capital","https://vcdekho.com/funds/systemiq-capital"
"unltd-india","UnLtd India","Accelerator","https://vcdekho.com/funds/unltd-india"
"headstart-network-foundation","Headstart Network Foundation","Accelerator","https://vcdekho.com/funds/headstart-network-foundation"
"c-camp","C-CAMP","Accelerator","https://vcdekho.com/funds/c-camp"
"birac","BIRAC","Government Grant","https://vcdekho.com/funds/birac"
"ikp-knowledge-park","IKP Knowledge Park","Accelerator","https://vcdekho.com/funds/ikp-knowledge-park"
"a-idea-naarm","a-IDEA NAARM","Accelerator","https://vcdekho.com/funds/a-idea-naarm"
"pusa-krishi","Pusa Krishi","Accelerator","https://vcdekho.com/funds/pusa-krishi"
"agri-udaan","Agri Udaan","Accelerator","https://vcdekho.com/funds/agri-udaan"
"nabi-mohali","NABI Mohali","Accelerator","https://vcdekho.com/funds/nabi-mohali"
"electropreneur-park","Electropreneur Park","Accelerator","https://vcdekho.com/funds/electropreneur-park"
"stpi-centres-of-entrepreneurship","STPI Centres of Entrepreneurship","Accelerator","https://vcdekho.com/funds/stpi-centres-of-entrepreneurship"
"idex","iDEX","Government Grant","https://vcdekho.com/funds/idex"
"t-works","T-Works","Accelerator","https://vcdekho.com/funds/t-works"
"cisco-launchpad","Cisco LaunchPad","Accelerator","https://vcdekho.com/funds/cisco-launchpad"
"sap-io-foundry-india","SAP.iO Foundry India","Accelerator","https://vcdekho.com/funds/sap-io-foundry-india"
"google-for-startups-accelerator-india","Google for Startups Accelerator India","Accelerator","https://vcdekho.com/funds/google-for-startups-accelerator-india"
"microsoft-for-startups-india","Microsoft for Startups India","Accelerator","https://vcdekho.com/funds/microsoft-for-startups-india"
"aws-activate-india","AWS Activate India","Accelerator","https://vcdekho.com/funds/aws-activate-india"
"nvidia-inception","NVIDIA Inception","Accelerator","https://vcdekho.com/funds/nvidia-inception"
"yes-fintech","Yes Fintech","Accelerator","https://vcdekho.com/funds/yes-fintech"
"tie-scaleup","TiE ScaleUp","Accelerator","https://vcdekho.com/funds/tie-scaleup"
"tie-nurture","TiE Nurture","Accelerator","https://vcdekho.com/funds/tie-nurture"
"founders-institute-bangalore","Founders Institute Bangalore","Accelerator","https://vcdekho.com/funds/founders-institute-bangalore"
"founders-institute-hyderabad","Founders Institute Hyderabad","Accelerator","https://vcdekho.com/funds/founders-institute-hyderabad"
"founders-institute-mumbai","Founders Institute Mumbai","Accelerator","https://vcdekho.com/funds/founders-institute-mumbai"
"iisc-sid","IISc SID","Accelerator","https://vcdekho.com/funds/iisc-sid"
